SN,State,LGA,Health Facility,% of states that have commenced recruitment of SBAs,Proportion of targeted SBA recruitments that have been completed (recruited over planned),Number of SBAs recruited,Proportion of SBAs deployed per state (total number deployed),Total number of SBAs,Proportion of planned frontline health workers who have been trained,Proportion of CBHWs recruited (state),Number of CBHWs trained (state),Proportion of CBHWs deployed per state (state),% of recruited CBHWs that have been absorbed ,Total BHCPF Facilities (LGA),Proportion of L2 functional facilities per LGA (BHCPF),Proportion of L1 functional facilities per LGA,Proportion of partially functional facilities per LGA,Number of revitalized PHC facilities per LGA,# of emergency referrals transported via the ambulance service,# of obstetric and newborn emergency referrals transported via the ambulance service,# of obstetric emergencies reported via helplines,,,,,
947,KANO,MADOBI,Chinkoso Health Post,YES,,1,1,2,90,716,716,716,0,12,3,9,0,1,,,,,,,,Chinkoso Health Post
948,KANO,MADOBI,Daburau Primary Health Centre,YES,,1,1,2,90,716,716,716,0,12,3,9,0,1,,,,,,,,Daburau Primary Health Centre
949,KANO,MADOBI,Galinja Health Post,NO,,0,0,3,90,716,716,716,0,12,3,9,0,1,,,,,,,,Galinja Health Post
950,KANO,MADOBI,Gora Health Post,NO,,0,0,4,90,716,716,716,0,12,3,9,0,1,,,,,,,,Gora Health Post
951,KANO,MADOBI,Kafin Agur Basic Health Clinic,YES,,4,4,5,90,716,716,716,0,12,3,9,0,1,,,,,,,,Kafin Agur Basic Health Clinic
952,KANO,MADOBI,Kanwa Primary Health Centre,NO,,0,0,5,90,716,716,716,0,12,3,9,0,1,,,,,,,,Kanwa Primary Health Centre
953,KANO,MADOBI,Kauran Mata Primary Health Centre,NO,,0,0,4,90,716,716,716,0,12,3,9,0,1,,,,,,,,Kauran Mata Primary Health Centre
954,KANO,MADOBI,Kubarachi Health Post,NO,,0,0,2,90,716,716,716,0,12,3,9,0,1,,,,,,,,Kubarachi Health Post
955,KANO,MADOBI,Rikadawa Health Post,YES,,1,1,1,90,716,716,716,0,12,3,9,0,1,,,,,,,,Rikadawa Health Post
956,KANO,MADOBI,Yakun Health Post,NO,,0,0,1,90,716,716,716,0,12,3,9,0,1,,,,,,,,Yakun Health Post
957,KANO,MAKODA,Dawan Kaya Health Post,NO,,0,0,4,164,716,716,716,0,11,2,9,0,6,,,,,,,,Dawan Kaya Health Post
958,KANO,MAKODA,Dr Wada Waziri Basic Health Clinic,YES,,3,3,4,164,716,716,716,0,11,2,9,0,6,,,,,,,,Dr Wada Waziri Basic Health Clinic
959,KANO,MAKODA,Durmawa Health Post,NO,,0,0,3,164,716,716,716,0,11,2,9,0,6,,,,,,,,Durmawa Health Post
960,KANO,MAKODA,Jibga Health Post,NO,,0,0,9,164,716,716,716,0,11,2,9,0,6,,,,,,,,Jibga Health Post
961,KANO,MAKODA,Kantudu Health Post,YES,,4,4,6,164,716,716,716,0,11,2,9,0,6,,,,,,,,Kantudu Health Post
962,KANO,MAKODA,Koguna Basic Health Clinic,YES,,3,3,8,164,716,716,716,0,11,2,9,0,6,,,,,,,,Koguna Basic Health Clinic
963,KANO,MAKODA,Koren Tabo Health Post,NO,,0,0,3,164,716,716,716,0,11,2,9,0,6,,,,,,,,Koren Tabo Health Post
964,KANO,MAKODA,Maitsidau Basic Health Clinic,YES,,1,1,7,164,716,716,716,0,11,2,9,0,6,,,,,,,,Maitsidau Basic Health Clinic
965,KANO,MAKODA,Makoda Model Primary Health Centre,YES,,1,1,13,164,716,716,716,0,11,2,9,0,6,,,,,,,,Makoda Model Primary Health Centre
966,KANO,MAKODA,Tangaji Health Post,NO,,0,0,2,164,716,716,716,0,11,2,9,0,6,,,,,,,,Tangaji Health Post
967,KANO,MAKODA,Wailare Health Post,NO,,0,0,3,164,716,716,716,0,11,2,9,0,6,,,,,,,,Wailare Health Post
968,KANO,ROGO,Bari Model Primary Health Centre,NO,,0,0,6,112,716,716,716,0,11,1,10,0,2,,,,,,,,Bari Model Primary Health Centre
969,KANO,ROGO,Beli Basic Health Clinic,YES,,2,2,3,112,716,716,716,0,11,1,10,0,2,,,,,,,,Beli Basic Health Clinic
970,KANO,ROGO,Falgore Model Primary Health Centre,YES,,3,3,1,112,716,716,716,0,11,1,10,0,2,,,,,,,,Falgore Model Primary Health Centre
971,KANO,ROGO,Fulatan Basic Health Clinic,YES,,1,1,4,112,716,716,716,0,11,1,10,0,2,,,,,,,,Fulatan Basic Health Clinic
972,KANO,ROGO,Jajaye Basic Health Clinic,NO,,0,0,4,112,716,716,716,0,11,1,10,0,2,,,,,,,,Jajaye Basic Health Clinic
973,KANO,ROGO,Kaleku Primary Health Centre,NO,,0,0,3,112,716,716,716,0,11,1,10,0,2,,,,,,,,Kaleku Primary Health Centre
974,KANO,ROGO,Karshi Health Clinic,NO,,0,0,0,112,716,716,716,0,11,1,10,0,2,,,,,,,,Karshi Health Clinic
975,KANO,ROGO,Kauyen Liman Health Clinic,NO,,0,0,8,112,716,716,716,0,11,1,10,0,2,,,,,,,,Kauyen Liman Health Clinic
976,KANO,ROGO,Ruwan Bago Health Post,NO,,0,0,4,112,716,716,716,0,11,1,10,0,2,,,,,,,,Ruwan Bago Health Post
977,KANO,ROGO,Tsohuwar Rogo Health Post,NO,,0,0,3,112,716,716,716,0,11,1,10,0,2,,,,,,,,Tsohuwar Rogo Health Post
978,KANO,ROGO,Zarewa Basic Health Clinic,YES,,2,2,5,112,716,716,716,0,11,1,10,0,2,,,,,,,,Zarewa Basic Health Clinic
979,KANO,SUMAILA,Gala Primary Health Centre,NO,,0,0,3,219,716,716,716,0,11,2,9,0,7,,,,,,,,Gala Primary Health Centre
980,KANO,SUMAILA,Gani Primary Health Centre,YES,,1,1,10,219,716,716,716,0,11,2,9,0,7,,,,,,,,Gani Primary Health Centre
981,KANO,SUMAILA,Garfa Health Post,NO,,0,0,3,219,716,716,716,0,11,2,9,0,7,,,,,,,,Garfa Health Post
982,KANO,SUMAILA,Gediya Basic Health Clinic,NO,,0,0,4,219,716,716,716,0,11,2,9,0,7,,,,,,,,Gediya Basic Health Clinic
983,KANO,SUMAILA,Kanawa Health Post,NO,,0,0,2,219,716,716,716,0,11,2,9,0,7,,,,,,,,Kanawa Health Post
984,KANO,SUMAILA,Magami Basic Health Clinic,NO,,0,0,2,219,716,716,716,0,11,2,9,0,7,,,,,,,,Magami Basic Health Clinic
985,KANO,SUMAILA,Massu Basic Health Clinic,NO,,0,0,4,219,716,716,716,0,11,2,9,0,7,,,,,,,,Massu Basic Health Clinic
986,KANO,SUMAILA,Rimi Basic Health Clinic,NO,,0,0,3,219,716,716,716,0,11,2,9,0,7,,,,,,,,Rimi Basic Health Clinic
987,KANO,SUMAILA,Rumo Health Post,NO,,0,0,18,219,716,716,716,0,11,2,9,0,7,,,,,,,,Rumo Health Post
988,KANO,SUMAILA,Sitti Basic Health Clinic,NO,,0,0,3,219,716,716,716,0,11,2,9,0,7,,,,,,,,Sitti Basic Health Clinic
989,KANO,SUMAILA,Sumaila Yamma Basic Health Clinic,NO,,0,0,10,219,716,716,716,0,11,2,9,0,7,,,,,,,,Sumaila Yamma Basic Health Clinic
990,KANO,TAKAI,Birnin Bako Health Post,NO,,0,0,2,153,716,716,716,0,10,1,9,0,5,,,,,,,,Birnin Bako Health Post
991,KANO,TAKAI,Dambazau Primary (Bello Danbazau) Health Centre,NO,,0,0,3,153,716,716,716,0,10,1,9,0,5,,,,,,,,Dambazau Primary (Bello Danbazau) Health Centre
992,KANO,TAKAI,Durbunde Primary Health Centre,YES,,1,1,6,153,716,716,716,0,10,1,9,0,5,,,,,,,,Durbunde Primary Health Centre
993,KANO,TAKAI,Fajewa M P H C Primary Health Centre,NO,,0,0,2,153,716,716,716,0,10,1,9,0,5,,,,,,,,Fajewa M P H C Primary Health Centre
994,KANO,TAKAI,Falali Health Post,NO,,0,0,3,153,716,716,716,0,10,1,9,0,5,,,,,,,,Falali Health Post
995,KANO,TAKAI,Kachako Primary Health Centre,YES,,2,2,11,153,716,716,716,0,10,1,9,0,5,,,,,,,,Kachako Primary Health Centre
996,KANO,TAKAI,Kafinsidda Health Post,NO,,0,0,3,153,716,716,716,0,10,1,9,0,5,,,,,,,,Kafinsidda Health Post
997,KANO,TAKAI,Karfi Health Post,YES,,2,2,4,153,716,716,716,0,10,1,9,0,5,,,,,,,,Karfi Health Post
998,KANO,TAKAI,Takai Nysc Primary Health Centre,YES,,6,6,16,153,716,716,716,0,10,1,9,0,5,,,,,,,,Takai Nysc Primary Health Centre
999,KANO,TAKAI,Zuga Health Post,NO,,0,0,5,153,716,716,716,0,10,1,9,0,5,,,,,,,,Zuga Health Post
1000,KANO,TARAUNI,Darmanawa Health Post,NO,,0,0,10,109,716,716,716,0,10,1,9,0,5,,,,,,,,Darmanawa Health Post
1001,KANO,TARAUNI,Daurawa Health Post,YES,,3,3,3,109,716,716,716,0,10,1,9,0,5,,,,,,,,Daurawa Health Post
1002,KANO,TARAUNI,Gyadi Gyadi Kudu Health Post,YES,,3,3,6,109,716,716,716,0,10,1,9,0,5,,,,,,,,Gyadi Gyadi Kudu Health Post
1003,KANO,TARAUNI,Hausawa Primary Health Centre,YES,,3,3,9,109,716,716,716,0,10,1,9,0,5,,,,,,,,Hausawa Primary Health Centre
1004,KANO,TARAUNI,Hotoro Danmarke Health Clinic,NO,,0,0,6,109,716,716,716,0,10,1,9,0,5,,,,,,,,Hotoro Danmarke Health Clinic
1005,KANO,TARAUNI,Jaoji Primary Health Centre,YES,,2,2,6,109,716,716,716,0,10,1,9,0,5,,,,,,,,Jaoji Primary Health Centre
1006,KANO,TARAUNI,Kauyen Alu Basic Health Clinic,YES,,2,2,7,109,716,716,716,0,10,1,9,0,5,,,,,,,,Kauyen Alu Basic Health Clinic
1007,KANO,TARAUNI,Tarauni Primary Health Centre,YES,,2,2,7,109,716,716,716,0,10,1,9,0,5,,,,,,,,Tarauni Primary Health Centre
1008,KANO,TARAUNI,Unguwa Uku Primary Health Centre,YES,,1,1,17,109,716,716,716,0,10,1,9,0,5,,,,,,,,Unguwa Uku Primary Health Centre
1009,KANO,TARAUNI,Yar'akwa Health Post,YES,,2,2,5,109,716,716,716,0,10,1,9,0,5,,,,,,,,Yar'akwa Health Post
1010,KANO,TOFA,Bugai Model Primary Health Centre,NO,,0,0,2,109,716,716,716,0,15,3,12,0,7,,,,,,,,Bugai Model Primary Health Centre
1011,KANO,TOFA,Dindire Health Post,NO,,0,0,2,109,716,716,716,0,15,3,12,0,7,,,,,,,,Dindire Health Post
1012,KANO,TOFA,Doka Primary Health Centre,YES,,11,11,8,109,716,716,716,0,15,3,12,0,7,,,,,,,,Doka Primary Health Centre
1013,KANO,TOFA,Gajida Health Post,NO,,0,0,1,109,716,716,716,0,15,3,12,0,7,,,,,,,,Gajida Health Post
1014,KANO,TOFA,Ginsawa Health Post,NO,,0,0,2,109,716,716,716,0,15,3,12,0,7,,,,,,,,Ginsawa Health Post
1015,KANO,TOFA,Janguza Health Post,NO,,0,0,2,109,716,716,716,0,15,3,12,0,7,,,,,,,,Janguza Health Post
1016,KANO,TOFA,Kwami Health Post,NO,,0,0,1,109,716,716,716,0,15,3,12,0,7,,,,,,,,Kwami Health Post
1017,KANO,TOFA,Lambu Basic Health Clinic,YES,,2,2,10,109,716,716,716,0,15,3,12,0,7,,,,,,,,Lambu Basic Health Clinic
1018,KANO,TOFA,Langel Health Post,NO,,0,0,2,109,716,716,716,0,15,3,12,0,7,,,,,,,,Langel Health Post
1019,KANO,TOFA,Tofa Comprehensive Health Centre,YES,,1,1,17,109,716,716,716,0,15,3,12,0,7,,,,,,,,Tofa Comprehensive Health Centre
1020,KANO,TOFA,Unguwar Rimi Health Post,NO,,0,0,2,109,716,716,716,0,15,3,12,0,7,,,,,,,,Unguwar Rimi Health Post
1021,KANO,TOFA,Wangara Health Post,NO,,0,0,0,109,716,716,716,0,15,3,12,0,7,,,,,,,,Wangara Health Post
1022,KANO,TOFA,Yalwa Karama Health Post,NO,,0,0,2,109,716,716,716,0,15,3,12,0,7,,,,,,,,Yalwa Karama Health Post
1023,KANO,TOFA,Yanoko Health Post,NO,,0,0,2,109,716,716,716,0,15,3,12,0,7,,,,,,,,Yanoko Health Post
1024,KANO,TOFA,Yarimawa Health Post,NO,,0,0,1,109,716,716,716,0,15,3,12,0,7,,,,,,,,Yarimawa Health Post
1025,KANO,WARAWA,Alitini Health Post,NO,,0,0,2,85,716,716,716,0,15,0,15,0,5,,,,,,,,Alitini Health Post
1026,KANO,WARAWA,Amarawa Health Post,NO,,0,0,6,85,716,716,716,0,15,0,15,0,5,,,,,,,,Amarawa Health Post
1027,KANO,WARAWA,Danlassan Primary Health Centre,NO,,0,0,5,85,716,716,716,0,15,0,15,0,5,,,,,,,,Danlassan Primary Health Centre
1028,KANO,WARAWA,Ganakakum Health Post,NO,,0,0,1,85,716,716,716,0,15,0,15,0,5,,,,,,,,Ganakakum Health Post
1029,KANO,WARAWA,Garun Dau Health Post,NO,,0,0,2,85,716,716,716,0,15,0,15,0,5,,,,,,,,Garun Dau Health Post
1030,KANO,WARAWA,Gogel Basic Health Clinic,YES,,2,2,7,85,716,716,716,0,15,0,15,0,5,,,,,,,,Gogel Basic Health Clinic
1031,KANO,WARAWA,Imawa Health Post,NO,,0,0,2,85,716,716,716,0,15,0,15,0,5,,,,,,,,Imawa Health Post
1032,KANO,WARAWA,Jemagu Health Post,NO,,0,0,5,85,716,716,716,0,15,0,15,0,5,,,,,,,,Jemagu Health Post
1033,KANO,WARAWA,Jigawa Health Post,NO,,0,0,2,85,716,716,716,0,15,0,15,0,5,,,,,,,,Jigawa Health Post
1034,KANO,WARAWA,Jumar Galadima Health Post,NO,,0,0,3,85,716,716,716,0,15,0,15,0,5,,,,,,,,Jumar Galadima Health Post
1035,KANO,WARAWA,Katarkawa Health Post,NO,,0,0,1,85,716,716,716,0,15,0,15,0,5,,,,,,,,Katarkawa Health Post
1036,KANO,WARAWA,Tamburawan Primary Health Centre,YES,,2,2,7,85,716,716,716,0,15,0,15,0,5,,,,,,,,Tamburawan Primary Health Centre
1037,KANO,WARAWA,Tanagar Health Post,NO,,0,0,2,85,716,716,716,0,15,0,15,0,5,,,,,,,,Tanagar Health Post
1038,KANO,WARAWA,Warawa Primary Health Centre,YES,,1,1,9,85,716,716,716,0,15,0,15,0,5,,,,,,,,Warawa Primary Health Centre
1039,KANO,WARAWA,Yan Dalla Health Post,NO,,0,0,3,85,716,716,716,0,15,0,15,0,5,,,,,,,,Yan Dalla Health Post
1040,KATSINA,CHARANCHI,Area Health Clinic,NO,0,0,0,1,56,472,0,0,0,10,2,8,0,3,,,,,,,,
1041,KATSINA,CHARANCHI,Banye Maternal And Primary Health Centre,NO,0,0,0,0,56,472,0,0,0,10,2,8,0,3,,,,,,,,
1042,KATSINA,CHARANCHI,Charanchi Comprehensive Health Centre,NO,0,0,0,19,56,472,0,0,0,10,2,8,0,3,,,,,,,,
1043,KATSINA,CHARANCHI,Doka Maternal And Child Health Centre,NO,0,0,0,3,56,472,0,0,0,10,2,8,0,3,,,,,,,,
1044,KATSINA,CHARANCHI,Ganuwa Maternal And Child Health Centre,NO,0,0,0,3,56,472,0,0,0,10,2,8,0,3,,,,,,,,
1045,KATSINA,CHARANCHI,Koda Primary Health Centre,NO,0,0,0,1,56,472,0,0,0,10,2,8,0,3,,,,,,,,
1046,KATSINA,CHARANCHI,Kuki Health Centre,NO,0,0,0,1,56,472,0,0,0,10,2,8,0,3,,,,,,,,
1047,KATSINA,CHARANCHI,Kuraye Primary Health Centre,NO,0,0,0,3,56,472,0,0,0,10,2,8,0,3,,,,,,,,
1048,KATSINA,CHARANCHI,Radda Primary Health Centre,NO,0,0,0,5,56,472,0,0,0,10,2,8,0,3,,,,,,,,
1049,KATSINA,CHARANCHI,Yar Mudi Health Centre,NO,0,0,0,2,56,472,0,0,0,10,2,8,0,3,,,,,,,,
1050,KATSINA,DANJA,Chediya Maternal And Child Health Centre,NO,0,0,0,0,201,472,0,0,0,10,3,7,0,3,,,,,,,,
1051,KATSINA,DANJA,Dabai Primary Health Centre,NO,0,0,0,20,201,472,0,0,0,10,3,7,0,3,,,,,,,,
1052,KATSINA,DANJA,Danja Comprehensive Health Centre,NO,0,0,0,21,201,472,0,0,0,10,3,7,0,3,,,,,,,,
1053,KATSINA,DANJA,Fsc Danja Primary Health Centre,NO,0,0,0,2,201,472,0,0,0,10,3,7,0,3,,,,,,,,
1054,KATSINA,DANJA,Jiba Primary Health Centre,NO,0,0,0,5,201,472,0,0,0,10,3,7,0,3,,,,,,,,
1055,KATSINA,DANJA,Kahutu Maternal And Primary Health Centre,NO,0,0,0,7,201,472,0,0,0,10,3,7,0,3,,,,,,,,
1056,KATSINA,DANJA,Kokami Maternal And Child Health Centre,NO,0,0,0,6,201,472,0,0,0,10,3,7,0,3,,,,,,,,
1057,KATSINA,DANJA,Nahuce Primary Health Centre,NO,0,0,0,4,201,472,0,0,0,10,3,7,0,3,,,,,,,,
1058,KATSINA,DANJA,Tandama Primary Health Centre,NO,0,0,0,8,201,472,0,0,0,10,3,7,0,3,,,,,,,,
1059,KATSINA,DANJA,Tsangamawa/Bakinrafi (MDGs) Facility,NO,0,0,0,2,201,472,0,0,0,10,3,7,0,3,,,,,,,,
1060,KATSINA,DANMUSA,Dan Alkima Primary Health Centre,NO,0,0,0,0,116,472,0,0,0,11,2,9,0,3,,,,,,,,
1061,KATSINA,DANMUSA,Dan-Ali Primary Health Centre,NO,0,0,0,6,116,472,0,0,0,11,2,9,0,3,,,,,,,,
1062,KATSINA,DANMUSA,Dandire Maternal And Primary Health Centre,NO,0,0,0,1,116,472,0,0,0,11,2,9,0,3,,,,,,,,
1063,KATSINA,DANMUSA,Danmusa Primary Health Centre,NO,0,0,0,7,116,472,0,0,0,11,2,9,0,3,,,,,,,,
1064,KATSINA,DANMUSA,Gobirawa Primary Health Centre,NO,0,0,0,1,116,472,0,0,0,11,2,9,0,3,,,,,,,,
1065,KATSINA,DANMUSA,Mai Rabon Tuwo Health Centre,NO,0,0,0,5,116,472,0,0,0,11,2,9,0,3,,,,,,,,
1066,KATSINA,DANMUSA,Maidabino Primary Health Centre,NO,0,0,0,4,116,472,0,0,0,11,2,9,0,3,,,,,,,,
1067,KATSINA,DANMUSA,Mara Zamfarawa Maternal And Primary Health Centre,NO,0,0,0,4,116,472,0,0,0,11,2,9,0,3,,,,,,,,
1068,KATSINA,DANMUSA,Unguwar Malamai Primary Health Centre,NO,0,0,0,1,116,472,0,0,0,11,2,9,0,3,,,,,,,,
1069,KATSINA,DANMUSA,Yantumaki Comprehensive Health Centre,NO,0,0,0,3,116,472,0,0,0,11,2,9,0,3,,,,,,,,
1070,KATSINA,DANMUSA,Yashi Health Centre,NO,0,0,0,1,116,472,0,0,0,11,2,9,0,3,,,,,,,,
1071,KATSINA,DUTSI,Dan'aunai Maternal And Child Health Centre,NO,0,0,0,13,133,472,0,0,0,10,4,6,0,3,,,,,,,,
1072,KATSINA,DUTSI,Dutsi Comprehensive Health Centre,NO,0,0,0,43,133,472,0,0,0,10,4,6,0,3,,,,,,,,
1073,KATSINA,DUTSI,Dutsi Maternal And Child Health Centre,NO,0,0,0,9,133,472,0,0,0,10,4,6,0,3,,,,,,,,
1074,KATSINA,DUTSI,Giginya Maternal And Child Health Centre,NO,0,0,0,7,133,472,0,0,0,10,4,6,0,3,,,,,,,,
1075,KATSINA,DUTSI,Jarkasa Maternal And Child Health Centre,NO,0,0,0,4,133,472,0,0,0,10,4,6,0,3,,,,,,,,
1076,KATSINA,DUTSI,Madawa Maternal And Child Health Centre,NO,0,0,0,6,133,472,0,0,0,10,4,6,0,3,,,,,,,,
1077,KATSINA,DUTSI,Minawa (MDGs) Facility,NO,0,0,0,7,133,472,0,0,0,10,4,6,0,3,,,,,,,,
1078,KATSINA,DUTSI,Shargalle Maternal And Primary Health Centre,NO,0,0,0,17,133,472,0,0,0,10,4,6,0,3,,,,,,,,
1079,KATSINA,DUTSI,Tashar Wali Maternal And Child Health Centre,NO,0,0,0,6,133,472,0,0,0,10,4,6,0,3,,,,,,,,
1080,KATSINA,DUTSI,Yamel Maternal And Child Health Centre,NO,0,0,0,30,133,472,0,0,0,10,4,6,0,3,,,,,,,,
1081,KATSINA,FASKARI,Comprehensive Health Center,NO,0,0,0,14,168,472,0,0,0,9,7,2,0,2,,,,,,,,
1082,KATSINA,FASKARI,Dan Aji Health Clinic,NO,0,0,0,1,168,472,0,0,0,9,7,2,0,2,,,,,,,,
1083,KATSINA,FASKARI,Maigora Maternal And Primary Health Centre,NO,0,0,0,5,168,472,0,0,0,9,7,2,0,2,,,,,,,,
1084,KATSINA,FASKARI,Mairuwa Primary Health Centre,NO,0,0,0,7,168,472,0,0,0,9,7,2,0,2,,,,,,,,
1085,KATSINA,FASKARI,Makera Health Clinic,NO,0,0,0,2,168,472,0,0,0,9,7,2,0,2,,,,,,,,
1086,KATSINA,FASKARI,Ruwan Godiya Primary Health Centre,NO,0,0,0,5,168,472,0,0,0,9,7,2,0,2,,,,,,,,
1087,KATSINA,FASKARI,Sheme Maternal And Primary Health Centre,NO,0,0,0,9,168,472,0,0,0,9,7,2,0,2,,,,,,,,
1088,KATSINA,FASKARI,Tafoki Maternal And Primary Health Centre,NO,0,0,0,4,168,472,0,0,0,9,7,2,0,2,,,,,,,,
1089,KATSINA,FASKARI,Yankara Primary Health Centre,NO,0,0,0,9,168,472,0,0,0,9,7,2,0,2,,,,,,,,
1090,KATSINA,INGAWA,Agayawa Primary Health Centre,NO,0,0,0,2,237,472,0,0,0,11,2,9,0,#N/A,,,,,,,,
1091,KATSINA,INGAWA,Dara Primary Health Centre,NO,0,0,0,1,237,472,0,0,0,11,2,9,0,#N/A,,,,,,,,
1092,KATSINA,INGAWA,Daunaka Primary Health Centre,NO,0,0,0,3,237,472,0,0,0,11,2,9,0,#N/A,,,,,,,,
1093,KATSINA,INGAWA,Ganjuwa Maternal And Child Health Centre,NO,0,0,0,3,237,472,0,0,0,11,2,9,0,#N/A,,,,,,,,
1094,KATSINA,INGAWA,Ingawa Family Support Centre,NO,0,0,0,9,237,472,0,0,0,11,2,9,0,#N/A,,,,,,,,
1095,KATSINA,INGAWA,Kurfeji Primary Health Centre,NO,0,0,0,2,237,472,0,0,0,11,2,9,0,#N/A,,,,,,,,
1096,KATSINA,INGAWA,Manomawa Primary Health Centre,NO,0,0,0,2,237,472,0,0,0,11,2,9,0,#N/A,,,,,,,,
1097,KATSINA,INGAWA,Ruruma Primary Health Centre,NO,0,0,0,3,237,472,0,0,0,11,2,9,0,#N/A,,,,,,,,
1098,KATSINA,INGAWA,Tsamcini Primary Health Centre,NO,0,0,0,1,237,472,0,0,0,11,2,9,0,#N/A,,,,,,,,
1099,KATSINA,INGAWA,Yandoma Comprehensive Health Centre,NO,0,0,0,10,237,472,0,0,0,11,2,9,0,#N/A,,,,,,,,
1100,KATSINA,INGAWA,Yaya Maternal And Child Health Centre,NO,0,0,0,1,237,472,0,0,0,11,2,9,0,#N/A,,,,,,,,
1101,KATSINA,KAFUR,Dantutture Maternal And Child Health Centre,NO,0,0,0,2,220,472,0,0,0,10,5,5,0,3,,,,,,,,
1102,KATSINA,KAFUR,Dutsen Yanki Maternal And Child Health Centre,NO,0,0,0,2,220,472,0,0,0,10,5,5,0,3,,,,,,,,
1103,KATSINA,KAFUR,Gamzago Maternal And Child Health Centre,NO,0,0,0,5,220,472,0,0,0,10,5,5,0,3,,,,,,,,
1104,KATSINA,KAFUR,Gozaki Primary Health Centre,NO,0,0,0,7,220,472,0,0,0,10,5,5,0,3,,,,,,,,
1105,KATSINA,KAFUR,Kafur Comprehensive Health Centre,NO,0,0,0,18,220,472,0,0,0,10,5,5,0,3,,,,,,,,
1106,KATSINA,KAFUR,Masari Maternal And Child Health Centre,NO,0,0,0,13,220,472,0,0,0,10,5,5,0,3,,,,,,,,
1107,KATSINA,KAFUR,Nasarawa Health Centre,NO,0,0,0,0,220,472,0,0,0,10,5,5,0,3,,,,,,,,
1108,KATSINA,KAFUR,Rataya Primary Health Centre,NO,0,0,0,5,220,472,0,0,0,10,5,5,0,3,,,,,,,,
1109,KATSINA,KAFUR,Sabowau Kasa Maternal And Child Health Centre,NO,0,0,0,12,220,472,0,0,0,10,5,5,0,3,,,,,,,,
1110,KATSINA,KAFUR,Yaribori Maternal And Child Health Centre,NO,0,0,0,8,220,472,0,0,0,10,5,5,0,3,,,,,,,,
1111,KATSINA,KURFI,Barkiya Maternal And Primary Health Centre,NO,0,0,0,5,158,472,0,0,0,9,1,8,0,3,,,,,,,,
1112,KATSINA,KURFI,Birchi Maternal And Primary Health Centre,NO,0,0,0,4,158,472,0,0,0,9,1,8,0,3,,,,,,,,
1113,KATSINA,KURFI,Gwanzo Health Clinic,NO,0,0,0,0,158,472,0,0,0,9,1,8,0,3,,,,,,,,
1114,KATSINA,KURFI,Kaware Model Primary Health Centre,NO,0,0,0,2,158,472,0,0,0,9,1,8,0,3,,,,,,,,
1115,KATSINA,KURFI,Kurfi Comprehensive Health Centre,NO,0,0,0,24,158,472,0,0,0,9,1,8,0,3,,,,,,,,
1116,KATSINA,KURFI,Tamawa Maternal And Primary Health Centre,NO,0,0,0,0,158,472,0,0,0,9,1,8,0,3,,,,,,,,
1117,KATSINA,KURFI,Tsauri Maternal And Primary Health Centre,NO,0,0,0,1,158,472,0,0,0,9,1,8,0,3,,,,,,,,
1118,KATSINA,KURFI,Wurma Maternal And Primary Health Centre,NO,0,0,0,1,158,472,0,0,0,9,1,8,0,3,,,,,,,,
1119,KATSINA,KURFI,Yar'unguwa Primary Health Centre,NO,0,0,0,0,158,472,0,0,0,9,1,8,0,3,,,,,,,,
1120,KATSINA,KUSADA,Bauranya Maternal And Child Health Centre,NO,0,0,0,2,261,472,0,0,0,10,1,9,0,3,,,,,,,,
1121,KATSINA,KUSADA,Dudunni Maternal And Primary Health Centre,NO,0,0,0,4,261,472,0,0,0,10,1,9,0,3,,,,,,,,
1122,KATSINA,KUSADA,G/M Daya Maternal And Child Health Centre,NO,0,0,0,6,261,472,0,0,0,10,1,9,0,3,,,,,,,,
1123,KATSINA,KUSADA,Kafarda Maternal And Child Health Centre,NO,0,0,0,2,261,472,0,0,0,10,1,9,0,3,,,,,,,,
1124,KATSINA,KUSADA,Kofa Maternal And Child Health Centre,NO,0,0,0,6,261,472,0,0,0,10,1,9,0,3,,,,,,,,
1125,KATSINA,KUSADA,Kusada Comprehensive Health Centre,NO,0,0,0,16,261,472,0,0,0,10,1,9,0,3,,,,,,,,
1126,KATSINA,KUSADA,Mawashi Maternal And Child Health Centre,NO,0,0,0,0,261,472,0,0,0,10,1,9,0,3,,,,,,,,
1127,KATSINA,KUSADA,Runji (MDGs) Facility,NO,0,0,0,2,261,472,0,0,0,10,1,9,0,3,,,,,,,,
1128,KATSINA,KUSADA,Sabon Gari Maternal And Child Health Centre,NO,0,0,0,4,261,472,0,0,0,10,1,9,0,3,,,,,,,,
1129,KATSINA,KUSADA,Yashe Primary Health Centre,NO,0,0,0,6,261,472,0,0,0,10,1,9,0,3,,,,,,,,
1130,KATSINA,MAIADUA,Galadimawa Health Centre,NO,0,0,0,2,115,472,0,0,0,11,1,10,0,4,,,,,,,,
1131,KATSINA,MAIADUA,Galadimawa Maternal And Child Health Clinic,NO,0,0,0,1,115,472,0,0,0,11,1,10,0,4,,,,,,,,
1132,KATSINA,MAIADUA,Kongolam Maternal And Child Health,NO,0,0,0,11,115,472,0,0,0,11,1,10,0,4,,,,,,,,
1133,KATSINA,MAIADUA,Koza Maternal And Primary Health Centre,NO,0,0,0,11,115,472,0,0,0,11,1,10,0,4,,,,,,,,
1134,KATSINA,MAIADUA,Kwadage Health Clinic,NO,0,0,0,3,115,472,0,0,0,11,1,10,0,4,,,,,,,,
